StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_DuplicateRespondent,intro_description,gender,gender_4_TEXT,age,race,hispanic_origin,education,country_origin,region,1_expert_trust,2_expert_trust,3_expert_trust,4_expert_trust,5_expert_trust,6_expert_trust,attention1,1_health_engagement,2_health_engagement,3_health_engagement,4_health_engagement,5_health_engagement,info_source,info_source_8_TEXT,politics,attention2,bio_meat_exp_timer_First Click,bio_meat_exp_timer_Last Click,bio_meat_exp_timer_Page Submit,bio_meat_exp_timer_Click Count,meat_post_timer_First Click,meat_post_timer_Last Click,meat_post_timer_Page Submit,meat_post_timer_Click Count,attention_meat_exp,meat_exp_accurate,meat_exp_authentic,meat_exp_believable,bio_sleep_timer_First Click,bio_sleep_timer_Last Click,bio_sleep_timer_Page Submit,bio_sleep_timer_Click Count,dm1_timer_First Click,dm1_timer_Last Click,dm1_timer_Page Submit,dm1_timer_Click Count,dmy1_slp_accurate,dmy1_slp_authentic,dmy1_slp_believable,bio_water_timer_First Click,bio_water_timer_Last Click,bio_water_timer_Page Submit,bio_water_timer_Click Count,dmy2_timer_First Click,dmy2_timer_Last Click,dmy2_timer_Page Submit,dmy2_timer_Click Count,dmy2_wt_accurate,dmy2_wt_authentic,dmy2_wt_believable,bio_oil_infl_timer_First Click,bio_oil_infl_timer_Last Click,bio_oil_infl_timer_Page Submit,bio_oil_infl_timer_Click Count,post_oil_timer_First Click,post_oil_timer_Last Click,post_oil_timer_Page Submit,post_oil_timer_Click Count,attention_oil_inf,oil_infl_accurate,post_oil_authentic,post_oil_believable,bio_meat_infl_timer_First Click,bio_meat_infl_timer_Last Click,bio_meat_infl_timer_Page Submit,bio_meat_infl_timer_Click Count,post_meat_timer_First Click,post_meat_timer_Last Click,post_meat_timer_Page Submit,post_meat_timer_Click Count,attention_meat_infl,meat_infl_accurate,meat_infl_authentic,meat_infl_believable,bio_oil_exp_timer_First Click,bio_oil_exp_timer_Last Click,bio_oil_exp_timer_Page Submit,bio_oil_exp_timer_Click Count,post_oil_timer_First Click,post_oil_timer_Last Click,post_oil_timer_Page Submit,post_oil_timer_Click Count,attention_oil_exp,oil_exp_accurate,oil_exp_authentic,oil_exp_believable,SC0,Q_RecaptchaStatus,Q_RecaptchaError,Q_DuplicateRespondentStatus,Q_BallotBoxStuffing,transaction_id,post_meat_source,post_oil_source,condition_sequence,order_pattern,TotalScore,complete
2026-04-06 17:32:47,2026-04-06 17:32:57,0,174.173.207.71,100,10,1,2026-04-06 17:32:58,R_5GuV03GvQ1JUKue,,,,,39.9943,-75.1181,anonymous,EN,0.8999999761581421,,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,6aohkeN17qEa1YQk7E7Mma,,,,,,
2026-04-06 17:40:25,2026-04-06 17:40:40,0,38.87.113.195,100,14,1,2026-04-06 17:40:40,R_3ENksHFm0muWIYz,,,,,45.4998,-122.9586,anonymous,EN,0.699999988079071,,4,2,,4,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,6JWpoFwQstjaIB7fdOgKIv,,,,,,
2026-04-06 17:42:35,2026-04-06 17:45:08,0,73.55.118.238,100,153,1,2026-04-06 17:45:09,R_3zZMYVeHfjzI1tP,,,,,27.0045,-82.0151,anonymous,EN,0.8999999761581421,,4,2,,3,1,1,1,1,2,2,1,1,1,1,2,4,6,7,6,7,7,3,,1,7,0,0,5.701,0,2.242,10.377,11.672,6,3,7,6,7,3.149,3.149,3.9,1,1.043,5.412,6.189,5,7,6,7,0,0,3.777,0,0.802,3.169,6.327,3,6,7,7,0,0,5.927,0,0.554,9.695,10.943,6,2,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,3,complete,,,,1oxD8jXav1S8GzLddKYheR,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-06 17:50:15,2026-04-06 17:50:45,0,76.95.7.32,100,30,1,2026-04-06 17:50:46,R_3an4TDQPXAvpIKN,,,,,32.7015,-114.643,anonymous,EN,1,,4,2,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,3XuYBt8ySN5LuHM9rSu92y,,,,,,
2026-04-06 17:53:13,2026-04-06 17:53:31,0,172.56.221.166,100,17,1,2026-04-06 17:53:32,R_6tg1b03Ehix8uR9,,,,,40.0172,-75.0883,anonymous,EN,0.800000011920929,,4,2,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,5jJNs4Z4y4ZnoE5jw0yEXk,,,,,,
2026-04-06 17:55:11,2026-04-06 17:55:58,0,166.205.190.12,100,47,1,2026-04-06 17:56:01,R_6iwMdSqMGg6rvmK,,,,,32.7797,-96.8022,anonymous,EN,0.699999988079071,,4,2,,4,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,2dREA5DKh9aHXNg9L5KsJ1,,,,,,
2026-04-06 18:02:40,2026-04-06 18:02:54,0,172.59.184.146,100,13,1,2026-04-06 18:02:54,R_6CvqSjpYIFMuGC0,,,,,41.8835,-87.6305,anonymous,EN,0.800000011920929,,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,5gxL1up1RqU9pDNs9mbWDK,,,,,,
2026-04-06 18:04:07,2026-04-06 18:04:36,0,68.204.33.13,100,29,1,2026-04-06 18:04:37,R_70qs4aG2htmmg0b,,,,,28.6841,-81.2812,anonymous,EN,1,,4,2,,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,2KxsTOXaZdIqMiMx2z54y0,,,,,,
2026-04-06 18:06:54,2026-04-06 18:07:24,0,172.56.167.58,100,30,1,2026-04-06 18:07:25,R_1KCLGkCLXsjYfBL,,,,,40.7035,-73.9235,anonymous,EN,0.800000011920929,,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,3Zj5WNYAw6vhOmFGb3T9JW,,,,,,
2026-04-06 18:10:21,2026-04-06 18:10:33,0,172.58.213.252,100,11,1,2026-04-06 18:10:33,R_7Ed29VR9E9qK7jH,,,,,33.9484,-118.2493,anonymous,EN,1,,4,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,4M8XkHxS5ZBhwteh0SPNzY,,,,,,
2026-04-06 18:08:22,2026-04-06 18:14:37,0,47.201.247.62,100,374,1,2026-04-06 18:14:38,R_1FkTP9DQP74urzh,,,,,28.1951,-81.6062,anonymous,EN,1,,4,2,,4,1,1,3,1,3,4,5,4,6,3,5,4,6,7,6,7,6,"1,2,3,4",,6,3,,,,,,,,,,,,,0,0,11.284,0,0,0,21.527,0,4,5,5,0,0,5.309,0,0,0,8.676,0,4,3,3,,,,,,,,,,,,,0,0,25.099,0,0,0,22.784,0,1,4,3,5,0,0,17.887,0,0,0,37.965,0,1,5,5,5,0,complete,,,,6DApSB1kYre5lYFAvGX5MT,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-06 18:15:41,2026-04-06 18:16:03,0,69.248.88.73,100,22,1,2026-04-06 18:16:04,R_1CEgYgakitzqmky,,,,,39.8451,-74.2021,anonymous,EN,0.800000011920929,,4,2,,5,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,1mCi4ryYeAklabwrmWUYpV,,,,,,
2026-04-06 18:23:56,2026-04-06 18:24:08,0,66.25.162.138,100,11,1,2026-04-06 18:24:09,R_30MASZCzBYkMgwm,,,,,29.4187,-98.6882,anonymous,EN,0.8999999761581421,,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,29lGXbOEbEYM2VefFQWhMv,,,,,,
2026-04-06 18:27:44,2026-04-06 18:28:36,0,76.32.133.137,100,51,1,2026-04-06 18:28:37,R_5teQHeNFutkFO8E,,,,,34.1082,-118.1569,anonymous,EN,1,,4,1,,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,2UxVYTYxocZegJsQuFjblw,,,,,,
2026-04-06 18:31:20,2026-04-06 18:32:25,0,173.175.161.174,100,64,1,2026-04-06 18:32:26,R_5Pd8zF7Virzhosx,,,,,31.7769,-106.4901,anonymous,EN,1,,4,2,,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,5ggHOCeIG5RovMfRptV2Fz,,,,,,
2026-04-06 18:30:42,2026-04-06 18:34:03,0,72.238.68.247,100,200,1,2026-04-06 18:34:03,R_11NvHwbjZI7JHa1,,,,,28.4883,-81.4061,anonymous,EN,1,,4,2,,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,1rllVbc82ifKhuDtHDFWju,,,,,,
2026-04-06 18:35:04,2026-04-06 18:35:19,0,50.150.161.250,100,15,1,2026-04-06 18:35:19,R_5CHNblk82Zku6Od,,,,,27.5912,-80.3911,anonymous,EN,1,,4,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,46DKi54tpjRqdwOpXA3je2,,,,,,
2026-04-06 18:42:57,2026-04-06 18:43:10,0,67.235.213.170,100,12,1,2026-04-06 18:43:10,R_5MLiLZHxZsazSKF,,,,,28.9341,-81.9599,anonymous,EN,1,,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,4mg87Y9mrrA1CUOPAaWIuw,,,,,,
2026-04-06 18:49:26,2026-04-06 18:50:09,0,97.238.72.170,100,42,1,2026-04-06 18:50:09,R_5yvED1fJqeGr1PH,,,,,38.9091,-77.0203,anonymous,EN,1,,4,2,,3,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,48rroxp1AIjHYbKZYvl5Ej,,,,,,
2026-04-06 18:51:51,2026-04-06 18:52:05,0,24.115.146.129,100,14,1,2026-04-06 18:52:06,R_6MbwwNsRH4YmtKF,,,,,41.0331,-75.1702,anonymous,EN,0.8999999761581421,,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,4Ynyi04Z2MiaTD5rPdBlXB,,,,,,
2026-04-06 18:52:11,2026-04-06 18:52:35,0,184.92.167.55,100,23,1,2026-04-06 18:52:35,R_1RPulk3uC0AgYjj,,,,,31.6629,-106.1371,anonymous,EN,0.8999999761581421,,4,2,,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,1oHYc81piXhajcWtjhTyxF,,,,,,
2026-04-06 18:53:34,2026-04-06 18:53:44,0,68.192.241.163,100,10,1,2026-04-06 18:53:45,R_7WHEKTecRylvVKO,,,,,40.8687,-73.0015,anonymous,EN,0.8999999761581421,,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,6CC4zdzZqO5nKwphUrRGfu,,,,,,
2026-04-06 18:56:12,2026-04-06 18:57:02,0,69.142.54.87,100,49,1,2026-04-06 18:57:02,R_590oTgDPAhaOB3D,,,,,39.3773,-74.6123,anonymous,EN,0.8999999761581421,,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,34plxjksPHrQnxRPUJl0Km,,,,,,
2026-04-06 18:57:10,2026-04-06 18:57:27,0,72.158.228.142,100,17,1,2026-04-06 18:57:28,R_6GfAb3pSxGjxcOm,,,,,29.3496,-98.5609,anonymous,EN,0.800000011920929,,4,2,,1,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,2keLUuC8Yp77mL4DQ3aMTF,,,,,,
2026-04-06 18:57:09,2026-04-06 18:57:29,0,70.240.253.65,100,19,1,2026-04-06 18:57:29,R_6czmSdVWUhiyK0A,,,,,29.4614,-98.7468,anonymous,EN,1,,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,5DwT98R47CwWrorG84YoRg,,,,,,
2026-04-06 18:57:03,2026-04-06 18:57:30,0,73.159.173.53,100,26,1,2026-04-06 18:57:31,R_7LpdkmqEhSDOzDP,,,,,43.1888,-70.8868,anonymous,EN,0.699999988079071,,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,3AclmxJIG8jUqzrDzJQjdF,,,,,,
2026-04-06 18:58:25,2026-04-06 18:58:37,0,67.11.234.231,100,11,1,2026-04-06 18:58:37,R_67HvwiX8TcWuzg5,,,,,29.4614,-98.7468,anonymous,EN,1,,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,3dFIsFcvtikQAjCTvzJnit,,,,,,
2026-04-06 18:56:40,2026-04-06 19:01:47,0,184.93.39.224,100,307,1,2026-04-06 19:01:48,R_7sofB1w2CY8DbBD,,,,,26.1948,-98.1836,anonymous,EN,0.800000011920929,,4,2,,4,1,1,3,1,3,6,6,6,6,2,6,4,4,6,4,6,7,"1,2,3",,7,5,,,,,,,,,,,,,9.131,9.131,16.85,1,3.257,35.089,35.9,6,6,6,6,0,0,3.871,0,2.193,7.2,8.511,3,6,6,6,,,,,,,,,,,,,0,0,10.847,0,1.648,22.705,23.7,4,1,6,6,6,0,0,6.076,0,1.182,26.593,27.448,3,1,7,7,7,1,complete,,,,41oCxYwQtkb1Hq2XrNAS8R,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-06 19:06:38,2026-04-06 19:06:50,0,64.167.59.41,100,11,1,2026-04-06 19:06:51,R_1qQduEos26BI7nP,,,,,42.4734,-83.2212,anonymous,EN,0.8999999761581421,,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,4m3AQoNcT1IW2fHNN45Cvn,,,,,,
2026-04-06 19:07:43,2026-04-06 19:11:24,0,45.51.197.205,100,221,1,2026-04-06 19:11:25,R_5EZdOpcU3s0P2Rb,,,,,33.9421,-118.1303,anonymous,EN,0.800000011920929,,4,1,,5,1,1,3,1,4,4,3,4,4,3,5,4,5,4,4,5,3,4,,5,4,1.21,1.21,14.895,1,2.294,10.03,11.425,6,2,4,4,5,0,0,11.921,0,1.246,7.482,8.551,5,5,5,4,0,0,7.898,0,1.483,10.664,11.689,7,4,4,4,0,0,12.338,0,3.306,10.681,11.937,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,3,complete,,,,7sxt4UAaeElhNrHYBNvivM,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-06 19:01:01,2026-04-06 19:16:55,0,76.151.128.242,100,954,1,2026-04-06 19:16:56,R_3zx6lvfIfBJqVLH,,,,,39.3407,-76.6753,anonymous,EN,0.800000011920929,,4,2,,5,1,2,3,1,2,6,5,6,6,2,6,4,6,6,4,4,6,"1,3",,4,3,0,0,26,0,8.055,30.266,36.779,2,1,4,2,5,0,0,31.001,0,88.394,160.888,167.525,9,4,4,6,0,0,8.358,0,4.469,4.469,25.745,1,4,6,6,0,0,26.295,0,10.36,44.34,45.314,5,1,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,0o71MhPs4qAtuHuw50BB5h,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-06 19:17:48,2026-04-06 19:17:58,0,76.211.179.178,100,9,1,2026-04-06 19:18:03,R_5PXYK2icJaCUOPz,,,,,29.7229,-98.0742,anonymous,EN,0.8999999761581421,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,3Kc3yLJBCePNZddoI8qK92,,,,,,
2026-04-06 19:20:43,2026-04-06 19:21:03,0,98.50.111.78,100,20,1,2026-04-06 19:21:03,R_3GjdkdeAZVLytgZ,,,,,39.6993,-104.8814,anonymous,EN,1,,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,1kp5nhFYA2iFQQSyD3nYFu,,,,,,
2026-04-06 19:23:24,2026-04-06 19:23:37,0,73.225.31.60,100,12,1,2026-04-06 19:23:37,R_6laeWwfWrDLQHZy,,,,,47.6137,-122.3104,anonymous,EN,0.800000011920929,,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,6KWTASgWUDtcbMWABAXmO0,,,,,,
2026-04-06 19:25:32,2026-04-06 19:26:17,0,69.24.120.224,100,45,1,2026-04-06 19:26:18,R_3ogPJSh7zPPVBSe,,,,,35.0052,-114.5687,anonymous,EN,0.8999999761581421,,4,2,,5,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,3ML1SBOBQhbfvc1IIusgBZ,,,,,,
2026-04-06 19:26:31,2026-04-06 19:26:58,0,172.59.64.176,100,27,1,2026-04-06 19:26:59,R_6pVH9FPxboDvjUf,,,,,30.362,-81.6919,anonymous,EN,1,,4,1,,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,1lwNwzr9AToIpYdBQKzsjt,,,,,,
2026-04-06 19:35:43,2026-04-06 19:35:55,0,47.132.198.107,100,12,1,2026-04-06 19:35:56,R_7IT620lkXY0c8zN,,,,,34.7419,-77.4576,anonymous,EN,0.8999999761581421,,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,1MsRzIt2v6jnwIxlUOdppx,,,,,,
2026-04-06 19:36:32,2026-04-06 19:36:42,0,184.57.229.243,100,9,1,2026-04-06 19:36:43,R_3EaEXUKeXVY7Pzz,,,,,39.6635,-84.2439,anonymous,EN,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,15zTaTR69otrprkhWfI570,,,,,,
2026-04-06 19:47:48,2026-04-06 19:48:02,0,67.162.232.96,100,14,1,2026-04-06 19:48:03,R_5du8ZJ3XpKrroe7,,,,,39.2368,-77.2775,anonymous,EN,0.8999999761581421,,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,0bpjLrzc5r2gqf541FhHlP,,,,,,
2026-04-06 19:49:00,2026-04-06 19:49:25,0,69.138.80.79,100,24,1,2026-04-06 19:49:26,R_3uJUSBWaZ4LyyPp,,,,,38.6326,-77.2661,anonymous,EN,0.8999999761581421,,4,1,,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,1ufEW2BzPpriIio42xQNcN,,,,,,
2026-04-06 19:58:31,2026-04-06 19:59:23,0,72.106.237.247,100,52,1,2026-04-06 19:59:24,R_3r7y8yH1iyXTTDW,,,,,35.0562,-80.8194,anonymous,EN,0.8999999761581421,,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,5MaxhswuqMt22wtilK1DPW,,,,,,
2026-04-06 20:06:48,2026-04-06 20:06:58,0,107.212.18.59,100,10,1,2026-04-06 20:06:59,R_7U6gkW3ewbAONuy,,,,,29.4843,-81.2042,anonymous,EN,0.800000011920929,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,6pd7gyb7mJEyvjKZoUe6pJ,,,,,,
2026-04-06 20:10:44,2026-04-06 20:11:03,0,35.149.95.11,100,18,1,2026-04-06 20:11:03,R_5hKnEWHge55FOCh,,,,,42.8193,-83.2845,anonymous,EN,0.800000011920929,,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,4GdOtAk2fVeMcNTEUk8Qxi,,,,,,
2026-04-06 20:11:59,2026-04-06 20:12:25,0,72.17.64.179,100,26,1,2026-04-06 20:12:26,R_53DStDH8QkzTtlf,,,,,28.2694,-81.4742,anonymous,EN,1,,4,1,,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,0KCxHsjXPkGmXtOwO4jgGj,,,,,,
2026-04-06 20:19:04,2026-04-06 20:19:22,0,98.97.25.114,100,17,1,2026-04-06 20:19:23,R_1US6m1PNU3INy2R,,,,,37.3388,-121.8916,anonymous,EN,0.800000011920929,,4,1,,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,0XReO1hoTNRTn0KJFLXkbH,,,,,,
2026-04-06 20:19:59,2026-04-06 20:20:11,0,99.120.150.4,100,12,1,2026-04-06 20:20:12,R_71h93TKmr03LSUS,,,,,32.6065,-117.058,anonymous,EN,0.800000011920929,,4,3,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,72SC7CL745DTjaN105yKTu,,,,,,
2026-04-06 20:24:35,2026-04-06 20:24:48,0,98.37.116.227,100,12,1,2026-04-06 20:24:48,R_3KvhSPxT0gfXfY5,,,,,36.7126,-121.6437,anonymous,EN,0.800000011920929,,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,0QKqUtPGuF1fgMGOWQDnja,,,,,,
2026-04-06 20:26:12,2026-04-06 20:26:39,0,68.201.155.251,100,27,1,2026-04-06 20:26:39,R_5DKIoUXIcgzRzah,,,,,31.7899,-106.3658,anonymous,EN,1,,4,2,,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,1kJfFckA87taC19XLDbTMp,,,,,,
2026-04-06 20:29:06,2026-04-06 20:29:31,0,104.32.50.26,100,24,1,2026-04-06 20:29:31,R_7eJEvDy7vywWNrt,,,,,33.889,-118.347,anonymous,EN,0.800000011920929,,4,2,,5,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,6glWE2lqKhMmGqLNIqEGBo,,,,,,
2026-04-06 20:38:33,2026-04-06 20:40:57,0,66.191.52.194,100,144,1,2026-04-06 20:40:58,R_6OJCWdQLeLpQrAR,,,,,34.4179,-117.3064,anonymous,EN,0.8999999761581421,,4,2,,5,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,6D2AKiTGyEqoZS27pP00QV,,,,,,
2026-04-06 20:43:40,2026-04-06 20:43:54,0,98.255.252.33,100,13,1,2026-04-06 20:43:55,R_7WDqsLrJxIvk9fI,,,,,36.7405,-119.7508,anonymous,EN,1,,4,1,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,2LUTFO2DAFBwVwYjVPKJHX,,,,,,
