ResponseId,Finished,Duration (in seconds),Status,SC0,gender,age,race,hispanic_origin,education,country_origin,region,politics,1_expert_trust,2_expert_trust,3_expert_trust,4_expert_trust,5_expert_trust,6_expert_trust,1_health_engagement,2_health_engagement,3_health_engagement,4_health_engagement,5_health_engagement,info_source,attention1,attention2,attention_meat_exp,attention_oil_inf,attention_meat_infl,attention_oil_exp,Q_RecaptchaScore,Q_DuplicateRespondent,complete,meat_exp_accurate,meat_exp_authentic,meat_exp_believable,dmy1_slp_accurate,dmy1_slp_authentic,dmy1_slp_believable,dmy2_wt_accurate,dmy2_wt_authentic,dmy2_wt_believable,oil_infl_accurate,post_oil_authentic,post_oil_believable,meat_infl_accurate,meat_infl_authentic,meat_infl_believable,oil_exp_accurate,oil_exp_authentic,oil_exp_believable,condition_sequence,order_pattern,post_meat_source,post_oil_source,keep_flag,expert_trust_index,health_engagement_index,meat_exp_cred,meat_infl_cred,meat_cred,oil_exp_cred,oil_infl_cred,oil_cred,age_group
R_50osBZVVuBKFXLa,1,201,0,1,1,45-54,1,2,4,1,2,2,6,5,6,4,4,6,5,6,6,6,6,1,4,3,,,1,6,1,,1,,,,5,5,5,6,6,6,,,,5,5,5,4,4,4,influencer_meat_expert_oil,tfft,influencer,expert,1,5,5.8,,5,5,4,,4,35-54
R_5HuYstihxVipp5G,1,228,0,0,2,55-64,1,2,4,1,1,1,7,7,7,5,1,4,5,6,5,5,5,1,4,3,,,1,1,1,,1,,,,4,4,5,6,5,5,,,,6,6,5,6,6,6,influencer_meat_expert_oil,ftft,influencer,expert,1,5.4,5.2,,5.66666666666667,5.66666666666667,6,,6,55+
R_6cgCRRTMbxaugx3,1,422,0,0,2,25-34,1,2,4,1,2,2,6,6,6,3,3,4,5,5,4,6,5,"1,3,6,5",4,3,1,1,,,1,,1,5,5,6,7,6,7,4,4,4,4,3,3,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,4.8,5,5.33333333333333,,5.33333333333333,,3.33333333333333,3.33333333333333,18-34
R_3axgWCdDYdq5mve,1,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7FtZsvBsVZ3mrYI,1,411,0,0,2,55-64,1,2,5,1,3,2,7,7,7,6,1,5,7,7,5,7,7,"1,6",4,3,,,1,1,0.800000011920929,,1,,,,7,7,7,7,7,7,,,,7,7,7,7,7,7,influencer_meat_expert_oil,tfft,influencer,expert,1,5.6,6.6,,7,7,7,,7,55+
R_1xpWVwe2Mnz781r,1,456,0,0,1,18-24,2,2,4,1,2,1,7,7,7,7,7,7,7,7,7,7,7,"3,4,5",4,3,1,1,,,1,,1,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,7,7,7,,7,,7,7,18-34
R_5RjDrKFmlGHFYI6,1,205,0,2,1,18-24,1,2,2,1,3,7,7,7,7,7,7,7,7,7,7,7,7,4,4,3,4,3,,,0.699999988079071,,1,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,7,7,7,,7,,7,7,18-34
R_3AUNBPHc9sEq0h3,1,211,0,0,1,45-54,1,2,4,1,3,2,6,7,7,3,1,2,5,5,2,6,5,1,4,3,,,1,1,1,,1,,,,2,2,2,6,4,6,,,,4,4,4,7,7,7,influencer_meat_expert_oil,ftft,influencer,expert,1,4.8,4.6,,4,4,7,,7,35-54
R_52CSlp76pvusog3,1,197,0,0,2,18-24,2,2,4,1,3,4,4,3,4,4,4,5,5,4,4,3,3,"1,3,6",4,3,1,1,,,0.699999988079071,,1,5,5,6,5,4,4,1,1,1,5,6,6,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,3.8,3.8,5.33333333333333,,5.33333333333333,,5.66666666666667,5.66666666666667,18-34
R_5QVBroSdZ0h85bQ,1,236,0,1,2,45-54,1,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,"3,4",4,4,,,1,1,0.800000011920929,,1,,,,4,4,4,4,4,4,,,,4,4,4,4,4,4,influencer_meat_expert_oil,tfft,influencer,expert,0,4,4,,4,4,4,,4,35-54
R_30pKiGY5VEVWuEA,1,212,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_31Fu9ZPfd7bzF0Z,1,277,0,0,2,45-54,1,2,2,1,1,7,6,6,7,4,7,7,7,6,6,7,7,"1,3",4,3,,,1,1,0.800000011920929,,1,,,,4,2,2,5,4,5,,,,1,1,1,4,4,4,influencer_meat_expert_oil,ftft,influencer,expert,1,6,6.6,,1,1,4,,4,35-54
R_5qyhr2KBqybq0qq,1,265,0,0,1,Under18,2,2,2,1,3,4,7,6,5,6,6,5,5,6,5,5,6,"2,4,6",4,3,1,1,,,1,,1,4,6,5,6,7,6,6,6,4,5,6,5,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,6,5.4,5,,5,,5.33333333333333,5.33333333333333,55+
R_6uxs9YPXBEqIUhN,1,441,0,2,1,18-24,2,2,2,1,3,7,4,5,6,3,2,5,7,6,3,7,5,1,4,3,2,2,,,1,,1,5,3,2,6,5,3,3,2,1,3,2,2,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,4,5.6,3.33333333333333,,3.33333333333333,,2.33333333333333,2.33333333333333,18-34
R_65Y3byXQ7zfFCJ4,1,330,0,0,2,18-24,,2,2,1,1,6,6,5,5,4,4,6,5,4,4,4,5,"1,6",4,3,,,1,1,0.899999976158142,,1,,,,6,7,6,7,7,7,,,,4,3,2,4,4,4,influencer_meat_expert_oil,tfft,influencer,expert,1,4.8,4.4,,3,3,4,,4,18-34
R_5Hk6KPjMjGAZAUL,1,417,0,0,1,45-54,1,2,3,1,4,4,7,6,6,6,5,5,6,7,6,6,6,"1,3,4,6,5",4,3,1,1,,,0.899999976158142,,1,6,6,5,6,6,6,6,5,5,5,6,6,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,6,6.2,5.66666666666667,,5.66666666666667,,5.66666666666667,5.66666666666667,35-54
R_3KPjuSV0qSJE2Qe,1,456,0,1,1,Under18,1,2,2,1,2,4,1,7,3,5,7,6,7,6,7,6,5,"3,4",4,3,,,1,3,1,,1,,,,6,4,4,5,4,6,,,,6,7,6,4,6,5,influencer_meat_expert_oil,ftft,influencer,expert,1,4.6,6.2,,6.33333333333333,6.33333333333333,5,,5,55+
R_5AabjM9PzMgGtpv,1,333,0,0,1,45-54,1,2,2,1,4,1,5,5,5,4,3,6,5,5,2,5,5,6,4,3,,,1,1,1,,1,,,,5,5,6,6,6,7,,,,4,5,4,5,6,5,influencer_meat_expert_oil,ftft,influencer,expert,1,4.4,4.4,,4.33333333333333,4.33333333333333,5.33333333333333,,5.33333333333333,35-54
R_7InTTzhiyPWVhT3,1,564,0,0,2,18-24,1,2,1,1,1,4,7,4,7,4,1,4,1,7,1,1,1,1,4,3,1,1,,,0.899999976158142,,1,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,4.6,2.2,7,,7,,7,7,18-34
R_6y2htCMQ8mxCeeF,1,284,0,0,1,Under18,1,2,4,1,2,6,6,6,5,5,1,6,3,5,2,5,6,"1,3",4,3,,,1,1,1,,1,,,,7,4,7,7,4,7,,,,1,1,1,2,4,1,influencer_meat_expert_oil,tfft,influencer,expert,1,4.6,4.2,,1,1,2.33333333333333,,2.33333333333333,55+
R_3lYOvKnbpZvWwRt,1,370,0,1,1,25-34,2,2,4,1,1,4,6,6,6,4,5,6,6,6,6,6,6,"1,2,3,4,6,5",4,3,3,1,,,1,,1,6,6,6,5,4,5,6,5,5,6,4,5,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,5.4,6,6,,6,,5,5,18-34
R_7r7E25s7zoEUBxG,1,414,0,2,1,18-24,1,2,4,1,4,1,7,7,7,7,7,7,7,7,7,7,7,"1,4,6",4,3,2,4,,,0.800000011920929,,1,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,7,7,7,,7,,7,7,18-34
R_7CEzrpoEfM0qZ0X,1,364,0,0,2,18-24,,2,2,1,2,5,3,3,4,4,4,4,4,4,4,4,3,"2,3",4,3,1,1,,,0.800000011920929,,1,1,3,3,4,3,3,2,2,3,3,4,4,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,3.6,3.8,2.33333333333333,,2.33333333333333,,3.66666666666667,3.66666666666667,18-34
R_6gZtZurZUg1Xgy4,1,331,0,1,1,Under18,4,2,2,1,4,4,6,7,6,6,6,7,6,7,7,6,6,2,4,3,4,1,,,1,,1,6,6,7,7,6,7,7,6,7,7,6,7,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,6.2,6.4,6.33333333333333,,6.33333333333333,,6.66666666666667,6.66666666666667,55+
R_3wgZBtjaCeNVJGu,1,484,0,1,1,18-24,1,2,5,1,2,1,7,6,7,7,6,7,7,7,7,7,7,6,4,3,,,1,2,0.800000011920929,,1,,,,7,7,6,6,7,7,,,,6,6,6,6,6,6,influencer_meat_expert_oil,ftft,influencer,expert,1,6.6,7,,6,6,6,,6,18-34
R_6NUlPYNm9vxU3fP,1,419,0,1,1,18-24,1,2,3,1,3,2,7,7,7,3,3,7,7,7,5,6,6,1,4,3,,,1,2,0.899999976158142,,1,,,,6,5,7,5,5,4,,,,7,6,7,5,6,7,influencer_meat_expert_oil,tfft,influencer,expert,1,5.4,6.2,,6.66666666666667,6.66666666666667,6,,6,18-34
R_6PegeKy3bHhX3bn,1,178,0,0,1,Under18,1,2,2,1,3,1,3,7,7,2,1,7,2,4,4,7,7,3,4,3,1,1,,,0.899999976158142,,1,5,7,4,1,1,1,7,7,7,4,3,4,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,4,4.8,5.33333333333333,,5.33333333333333,,3.66666666666667,3.66666666666667,55+
R_6D0EAfAFqVoDt5r,1,444,0,0,1,18-24,1,2,5,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5vyhKatHHB2A7MR,1,659,0,0,2,18-24,2,2,2,1,2,4,7,7,7,5,3,7,5,5,6,6,6,6,4,3,,,1,1,1,,1,,,,7,7,7,7,7,7,,,,6,7,7,6,7,7,influencer_meat_expert_oil,ftft,influencer,expert,1,5.8,5.6,,6.66666666666667,6.66666666666667,6.66666666666667,,6.66666666666667,18-34
R_5WP2X0vvZWr6ehX,1,1021,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5Qy1zPXFUxEIVWx,1,28,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_6fjI0tOV9Gt4hfG,1,1544,0,0,2,55-64,1,2,2,1,3,6,5,6,6,6,3,6,7,7,7,7,6,"1,6,5",4,3,1,1,,,1,,1,5,7,6,7,6,7,6,6,7,5,3,5,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,5.2,6.8,6,,6,,4.33333333333333,4.33333333333333,55+
R_3g2cgdjKghiAwBX,1,98,0,0,2,Under18,1,2,5,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5AMZ81tGCGCDbJ0,1,1523,0,1,1,18-24,4,2,4,1,2,4,5,4,5,4,3,7,5,4,5,5,4,"2,3,4,6",4,3,,,4,1,1,,1,,,,5,5,6,5,6,5,,,,4,5,5,4,4,5,influencer_meat_expert_oil,tfft,influencer,expert,1,4.2,4.6,,4.66666666666667,4.66666666666667,4.33333333333333,,4.33333333333333,18-34
R_5KSJaeRm61Mkhj5,1,53,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5ey8FTfbQs2aF8m,1,173,0,0,2,Under18,1,2,4,1,2,2,6,5,7,2,2,5,4,5,4,5,5,1,4,3,1,1,,,1,,1,4,3,3,6,6,6,4,5,4,4,5,4,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,4.4,4.6,3.33333333333333,,3.33333333333333,,4.33333333333333,4.33333333333333,55+
R_7xDfbusCfE0un3E,1,268,0,0,2,Under18,1,2,2,1,2,4,4,4,4,4,4,4,4,3,6,5,5,4,4,3,,,1,1,1,,1,,,,4,5,4,6,6,4,,,,5,4,5,4,4,4,influencer_meat_expert_oil,ftft,influencer,expert,1,4,4.6,,4.66666666666667,4.66666666666667,4,,4,55+
R_72QlenBLRFxovpx,1,16,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5CQt044jH5wgK2Z,1,5321,0,0,1,45-54,1,1,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_5QMq0pkaxBsynKB,1,10,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5vUTXgrpLXPVb4B,1,444,0,0,1,Under18,1,2,2,1,2,4,4,6,7,7,1,1,4,5,5,5,5,1,4,3,,,1,1,1,,1,,,,2,1,4,6,4,6,,,,1,1,1,4,1,1,influencer_meat_expert_oil,tfft,influencer,expert,1,5,4.8,,1,1,2,,2,55+
R_6l3jHJ60exnFT0m,1,35,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5V7JssqYSKyuVAD,1,36,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.300000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5n3Gwzhd9ym5C5B,1,16,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7k536VGhWTrcdna,1,16602,0,0,2,45-54,1,2,4,1,4,6,4,4,4,4,2,6,5,4,5,4,4,"1,3",4,3,1,1,,,1,,1,4,4,4,6,4,5,5,6,5,4,5,5,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,3.6,4.4,4,,4,,4.66666666666667,4.66666666666667,35-54
R_7wvIOcE1mOOTSeK,1,106,0,0,2,Under18,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3E52pEazKB7lvbY,1,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7sKYSV8FUgZb7ah,1,15,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_62JdeooBeIa2vOb,1,54,0,0,2,55-64,1,2,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5qJsyjxhsOfBYnh,1,207,0,1,1,55-64,1,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,"3,4",4,3,1,3,,,1,,1,4,4,4,4,4,4,5,4,5,4,4,5,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,4,4,4,,4,,4.33333333333333,4.33333333333333,55+
R_1Jy1KczmWpQe8ko,1,251,0,0,1,55-64,1,2,4,1,4,4,6,7,7,7,1,7,6,6,5,6,7,"1,3",4,3,1,1,,,1,,1,6,6,6,2,2,2,5,5,5,1,1,1,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,5.6,6,6,,6,,1,1,55+
R_3P28jn094VHBWrT,1,14,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_51WqEZtm42L3LQy,1,23,0,0,1,55-64,1,2,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3L7tIXlxhl9yDWW,1,23,0,0,1,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_52F3JHkLOlytLxU,1,1101,0,0,2,55-64,1,2,1,1,1,7,7,7,7,7,1,7,7,7,4,5,7,1,4,3,,,1,1,1,,1,,,,6,7,7,7,7,7,,,,5,7,6,5,7,7,influencer_meat_expert_oil,ftft,influencer,expert,1,5.8,6,,6,6,6.33333333333333,,6.33333333333333,55+
R_1JR6OHPUl4uMZiX,1,332,0,1,2,55-64,1,2,2,1,4,4,6,6,6,6,2,6,5,6,4,5,6,3,4,3,,,2,1,1,,1,,,,5,5,5,4,4,4,,,,5,5,5,4,4,4,influencer_meat_expert_oil,tfft,influencer,expert,1,5.2,5.2,,5,5,4,,4,55+
R_723vXpVkEnyKSJd,1,14,0,0,1,18-24,3,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6ciJpbpaK9o9Wxk,1,31,0,0,2,45-54,1,2,5,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_5yl7dikagV6KmNF,1,382,0,0,1,55-64,1,2,6,1,3,4,6,6,6,5,2,4,6,5,4,6,6,"1,5",4,3,1,1,,,1,,1,3,4,3,6,4,6,6,4,6,6,4,6,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,5,5.4,3.33333333333333,,3.33333333333333,,5.33333333333333,5.33333333333333,55+
R_1EQiimVMKzxbcIk,1,340,0,0,2,55-64,1,2,2,1,2,5,5,6,6,5,4,5,6,5,6,6,5,"1,2",4,3,1,1,,,0.5,,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,5.2,5.6,6,,6,,6,6,55+
R_1o2jUd1uJ6IPqHn,1,34,0,0,2,35-44,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_30Mclad7blNWZco,1,447,0,1,2,45-54,1,2,1,1,3,4,4,3,3,3,3,4,3,4,3,3,3,4,4,4,1,1,,,0.699999988079071,,1,4,3,4,3,4,2,4,4,4,4,3,3,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,3.2,3.2,3.66666666666667,,3.66666666666667,,3.33333333333333,3.33333333333333,35-54
R_6y9ifyuJcCRKinn,1,41,0,0,2,45-54,3,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7mjZmIwASjeBxIz,1,596,0,0,2,55-64,1,2,2,1,3,6,5,3,5,3,3,5,5,6,5,3,5,"1,2,6",4,3,,,1,1,0.899999976158142,,1,,,,5,5,5,6,6,6,,,,5,5,5,4,4,4,influencer_meat_expert_oil,ftft,influencer,expert,1,3.8,4.8,,5,5,4,,4,55+
R_7f2EKhaqF5YS2IN,1,208,0,0,1,Under18,3,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3zhENYUtJBNISaY,1,100,0,0,2,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_5tKnrPEXxxnfT8C,1,9,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_37Hz02Zj45bNmCM,1,332,0,1,2,Under18,1,1,2,1,1,4,7,4,7,4,4,7,7,7,7,7,7,"1,2,3,6",4,3,,,2,1,1,,1,,,,5,4,5,5,5,5,,,,4,4,5,5,5,5,influencer_meat_expert_oil,tfft,influencer,expert,1,5.2,7,,4.33333333333333,4.33333333333333,5,,5,55+
R_1LkkDMxXJGHh7zr,1,406,0,0,2,Under18,1,1,2,1,3,4,6,5,5,5,4,6,7,7,1,4,4,"2,3",4,3,1,1,,,1,,1,4,5,6,7,7,6,7,7,7,4,4,4,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,5,4.6,5,,5,,4,4,55+
R_3ktgvwsjPAP7iNw,1,13,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5DT9yrjB0nxMRDc,1,150,0,1,1,18-24,4,1,4,1,4,6,7,7,7,7,7,7,7,7,7,7,7,4,4,3,1,2,,,1,,1,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,7,7,7,,7,,7,7,18-34
R_3HoxzPo0a8aPZ2u,1,185,0,3,2,18-24,5,1,2,1,2,1,7,7,7,7,7,7,7,7,7,7,7,4,4,7,,,4,4,1,,1,,,,7,7,7,7,7,7,,,,7,7,7,7,7,7,influencer_meat_expert_oil,tfft,influencer,expert,0,7,7,,7,7,7,,7,18-34
R_7m3mD8c16rGg7cN,1,36,1,0,5,Under18,3,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_62KMmPTHAqWQGvD,1,273,0,0,2,Under18,5,1,2,1,3,4,1,6,1,5,2,7,7,7,6,7,6,"3,4,6",4,3,,,1,1,1,,1,,,,4,5,4,7,7,7,,,,5,5,6,5,4,6,influencer_meat_expert_oil,ftft,influencer,expert,1,3,6.6,,5.33333333333333,5.33333333333333,5,,5,55+
R_6lJHKpTEuWEvb3T,1,190,0,0,2,25-34,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6aeghL6PWEBSzCN,1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_71FXhFPpVHRImoq,1,436,0,1,1,18-24,1,1,2,1,4,7,7,6,6,7,7,7,6,7,6,7,7,1,4,3,1,3,,,1,,1,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,6.6,6.6,7,,7,,7,7,18-34
R_5iRxTGGV2GwU0dP,1,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_1jiG9ThO3WVib8n,1,51,0,0,1,45-54,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_5wi2bSbmBTATJoB,1,184,0,4,1,18-24,1,1,6,1,3,2,4,2,1,2,2,1,3,3,3,3,3,"1,2,3,4,6,5",5,1,,,2,2,0.899999976158142,,1,,,,4,3,6,3,2,4,,,,2,3,4,2,3,4,influencer_meat_expert_oil,ftft,influencer,expert,0,2.2,3,,3,3,3,,3,18-34
R_3pYCqr1K5EDcUsL,1,12,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3YKvqCjnedfJGyx,1,459,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_1TmXo8chyTgLFEP,1,14,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_6LAV0tRyiH0CyV2,1,498,0,2,2,45-54,1,1,2,1,3,3,6,7,7,5,6,5,4,7,7,6,7,4,4,5,1,4,,,1,,1,7,7,1,7,7,4,7,7,6,7,6,7,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,6.2,6.2,5,,5,,6.66666666666667,6.66666666666667,35-54
R_334saE3GrnHcYhz,1,10,0,0,1,18-24,5,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1gnpUCQ4NCEmHrb,0,212,0,0,2,25-34,1,1,3,1,3,,6,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,6,,,,,,,,18-34
R_3PdTyNKmksVuoW5,1,346,0,2,2,18-24,1,1,2,1,4,4,6,5,6,6,4,3,7,7,7,6,7,"1,4,6",4,3,,,3,2,1,,1,,,,6,6,7,7,4,6,,,,5,5,7,7,7,6,influencer_meat_expert_oil,tfft,influencer,expert,1,5.4,6.8,,5.66666666666667,5.66666666666667,6.66666666666667,,6.66666666666667,18-34
R_3zn2T2bvaL69JaV,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_51W96vAq0xsaLex,0,98,0,0,2,55-64,1,2,2,1,3,,3,6,5,4,3,6,,,,,,,4,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,4.2,,,,,,,,55+
R_3EWRMJoBpGHRA86,0,149,0,1,1,25-34,1,2,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,5,,,,0.800000011920929,,0,4,4,4,,,,,,,,,,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,4,4,4,,4,,,,18-34
R_5iOV9AdBPy2YbDn,0,542,0,1,1,18-24,2,2,1,1,1,4,3,5,5,6,3,5,4,6,5,4,5,3,4,3,5,,,,1,,0,4,4,5,6,3,5,,,,,,,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,4.4,4.8,4.33333333333333,,4.33333333333333,,,,18-34
R_6KZN0PToxRtaens,0,778,0,0,2,45-54,2,2,2,1,4,,4,4,4,3,4,4,,,,,,,4,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,3.8,,,,,,,,35-54
R_7ZJLp0UPejWmyad,0,293,0,0,2,55-64,1,2,3,1,1,6,5,4,5,5,3,5,5,5,5,5,5,"1,6,5",4,3,,,1,,0.899999976158142,,0,,,,6,6,6,6,6,6,,,,5,5,6,,,,influencer_meat_expert_oil,ftft,influencer,expert,0,4.4,5,,5.33333333333333,5.33333333333333,,,,55+
R_12P3G6Hdj1znVNU,0,878,0,1,2,35-44,5,1,4,1,2,5,6,5,6,4,5,5,6,6,5,5,5,"4,6",4,2,,,1,,1,,0,,,,5,5,5,5,5,5,,,,5,5,5,,,,influencer_meat_expert_oil,tfft,influencer,expert,0,5.2,5.4,,5,5,,,,35-54
R_7EFOnt4pmMyPDYw,0,441,0,0,2,55-64,1,2,2,1,1,6,6,6,7,5,1,6,2,2,4,4,6,1,4,3,,,,,1,,0,,,,2,1,1,,,,,,,,,,,,,influencer_meat_expert_oil,ftft,influencer,expert,0,5,3.6,,,,,,,55+
